epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
53,127.01,0.77953,0.60223,0.94523,0.88833,0.87,0.90388,0.69131,0.84614,0.68613,0.95826,0.0009704,0.0009704,0.0009704
54,129.072,0.80288,0.61064,0.94224,0.79397,0.865,0.88442,0.65799,0.86854,0.74682,0.94405,0.0009506,0.0009506,0.0009506
55,131.13,0.8236,0.62228,0.96047,0.88179,0.85786,0.88933,0.63745,0.93194,0.71518,0.99511,0.0009308,0.0009308,0.0009308
56,133.223,0.84576,0.64893,0.96384,0.86831,0.865,0.8667,0.64788,0.89286,0.71534,0.97896,0.000911,0.000911,0.000911
57,135.335,0.81751,0.62429,0.93224,0.85626,0.86375,0.87352,0.66148,0.90504,0.72081,0.98521,0.0008912,0.0008912,0.0008912
58,137.487,0.76699,0.59388,0.9278,0.80959,0.925,0.88276,0.68028,0.88407,0.71735,0.96427,0.0008714,0.0008714,0.0008714
59,139.519,0.82952,0.60164,0.94162,0.84611,0.90723,0.89997,0.67218,0.87229,0.69654,0.96309,0.0008516,0.0008516,0.0008516
60,141.617,0.78342,0.58564,0.93501,0.88746,0.86747,0.89809,0.67803,0.88174,0.71211,0.95061,0.0008318,0.0008318,0.0008318
61,143.7,0.8003,0.60261,0.94162,0.88126,0.905,0.91236,0.67307,0.89144,0.66391,0.94924,0.000812,0.000812,0.000812
62,145.797,0.76983,0.58586,0.94318,0.89985,0.875,0.9067,0.66787,0.90517,0.67637,0.96677,0.0007922,0.0007922,0.0007922
63,147.819,0.76651,0.58654,0.92758,0.87926,0.87385,0.88591,0.65505,0.91502,0.69919,0.96467,0.0007724,0.0007724,0.0007724
64,149.902,0.7692,0.57764,0.92555,0.89649,0.86614,0.89392,0.66261,0.92581,0.67454,0.98215,0.0007526,0.0007526,0.0007526
65,151.926,0.79389,0.57994,0.92945,0.91618,0.88,0.91252,0.68049,0.94523,0.6803,0.97728,0.0007328,0.0007328,0.0007328
66,154.068,0.78081,0.55695,0.92392,0.90732,0.87,0.90814,0.69352,0.86143,0.65569,0.94876,0.000713,0.000713,0.000713
67,156.167,0.77652,0.54938,0.92776,0.89505,0.85,0.89922,0.67362,0.9174,0.70716,0.97059,0.0006932,0.0006932,0.0006932
68,158.267,0.7481,0.55045,0.92808,0.91494,0.835,0.90252,0.67187,0.85684,0.69023,0.95505,0.0006734,0.0006734,0.0006734
69,160.321,0.72677,0.54702,0.92975,0.86364,0.8867,0.91685,0.66829,0.91336,0.6973,0.96876,0.0006536,0.0006536,0.0006536
70,162.384,0.77119,0.53908,0.93007,0.90491,0.85643,0.92073,0.70564,0.84934,0.65433,0.95607,0.0006338,0.0006338,0.0006338
71,164.422,0.74388,0.5361,0.93159,0.88964,0.86,0.91052,0.69842,0.88314,0.6531,0.95063,0.000614,0.000614,0.000614
72,166.486,0.77071,0.54634,0.93035,0.85955,0.88,0.89106,0.67013,0.86061,0.65827,0.95009,0.0005942,0.0005942,0.0005942
73,168.53,0.71548,0.5301,0.91355,0.8689,0.86163,0.8975,0.68126,0.8672,0.66842,0.94391,0.0005744,0.0005744,0.0005744
74,170.638,0.73479,0.53136,0.9242,0.83078,0.90828,0.9035,0.69285,0.86203,0.68217,0.94441,0.0005546,0.0005546,0.0005546
75,172.653,0.71598,0.53,0.92717,0.87293,0.89305,0.90828,0.7066,0.85196,0.64586,0.93511,0.0005348,0.0005348,0.0005348
76,174.748,0.73098,0.52532,0.91431,0.87176,0.905,0.9083,0.70214,0.82228,0.62085,0.9342,0.000515,0.000515,0.000515
77,176.783,0.71912,0.52674,0.90445,0.93427,0.85289,0.90109,0.67959,0.86377,0.6423,0.94907,0.0004952,0.0004952,0.0004952
78,178.897,0.7075,0.50301,0.91367,0.91154,0.865,0.89883,0.69083,0.81469,0.63783,0.93608,0.0004754,0.0004754,0.0004754
79,180.985,0.70761,0.51095,0.9154,0.89529,0.89781,0.90029,0.68755,0.82455,0.63933,0.93228,0.0004556,0.0004556,0.0004556
80,183.053,0.69528,0.49796,0.90021,0.85662,0.925,0.9146,0.68766,0.81169,0.61896,0.93919,0.0004358,0.0004358,0.0004358
81,185.115,0.67646,0.49336,0.91087,0.88247,0.9,0.91401,0.67934,0.82176,0.61832,0.94202,0.000416,0.000416,0.000416
82,187.175,0.71082,0.51948,0.90794,0.87836,0.90266,0.90876,0.6814,0.83272,0.62677,0.94802,0.0003962,0.0003962,0.0003962
83,189.278,0.68336,0.50272,0.90632,0.86376,0.895,0.90129,0.68794,0.82239,0.62843,0.94647,0.0003764,0.0003764,0.0003764
84,191.349,0.68722,0.49633,0.91212,0.87559,0.88,0.90361,0.68763,0.82477,0.62776,0.94532,0.0003566,0.0003566,0.0003566
85,193.359,0.68041,0.49494,0.90131,0.87128,0.87998,0.89336,0.67777,0.84752,0.64485,0.94576,0.0003368,0.0003368,0.0003368
86,195.469,0.71058,0.51174,0.91392,0.84371,0.89072,0.88586,0.6809,0.83311,0.65116,0.94076,0.000317,0.000317,0.000317
87,197.572,0.66318,0.49061,0.90043,0.8422,0.9,0.89366,0.68161,0.83554,0.64792,0.93762,0.0002972,0.0002972,0.0002972
88,199.674,0.65199,0.48024,0.88628,0.85961,0.9,0.90612,0.68974,0.83994,0.63596,0.9409,0.0002774,0.0002774,0.0002774
89,201.795,0.66373,0.47968,0.89265,0.85936,0.91653,0.90613,0.69919,0.82567,0.62846,0.94607,0.0002576,0.0002576,0.0002576
90,203.89,0.65796,0.46522,0.90402,0.85763,0.915,0.90927,0.6991,0.82487,0.61634,0.94686,0.0002378,0.0002378,0.0002378
